envelope,-3.3606122040896795,-1351322242.3861246
handy,-3.3166969195271427,-1901602042.948223
angry,-3.1319571040624004,-575398397.5271019
buy,-3.130661030078255,-642762344.1942735
appreciation,-3.127232854364592,-11159275232.80707
hat,-3.0920741467204134,-316490342.7437744
sly,-3.005328736916508,-9061516535.436827
marriage,-2.9705108678610683,-351916554.34474164
ties,-2.9037144053822495,-10587645209.40659
behaviour,-2.867027174935694,-1108936427.8887982
lonely,-2.866528020308792,-1247738639.7859852
fat,-2.847993426985483,-326569223.3809804
intimate,-2.8166028140835624,-4856155761.715092
justice,-2.808479015258978,-252107695.70737246
treat,-2.80000789547345,-4566003561.724915
horse,-2.769443496041103,-45993807.11372921
bye,-2.732262007260171,-601230500.5325011
ha,-2.7298544745146613,-434699892.8034213
likes,-2.7190933484010325,-2954220316.843797
mood,-2.711418737789086,-1135630855.776858
prayer,-2.705282008814378,-822518080.3552496
mock,-2.6976179732207504,-6778199923.2387905
avoid,-2.6800405480632916,-1405928584.793637
tea,-2.6510943953170716,-248152005.68825638
favourite,-2.648597484811735,-1025671716.552497
road,-2.627303842747122,-57409861.64390245
gossip,-2.626255786823565,-4965928584.308744
skirts,-2.5952609962830433,-5827175855.101093
shoulders,-2.5928505127708834,-359490923.9553466
boldly,-2.5842023455913736,-8995509311.11957
list,-2.573790342839654,-774554265.5542169
shower,-2.565301174679167,-1920759436.4246762
collection,-2.563785623911954,-1918745625.6764758
leave,-2.5550757850446955,-115807216.83478671
french,-2.5430676796178306,-86336287.45830168
dining,-2.5373660766162756,-799078895.5499846
rub,-2.532084789843529,-12896288564.716627
needs,-2.5231256685322396,-894217799.1721675
causing,-2.491251295066487,-6894734113.306952
conversation,-2.488175331237031,-272648736.03129506
bread,-2.4854688393475834,-282515019.21931756
rang,-2.4677587172548288,-694766394.720803
cloth,-2.4640951236298276,-1156577452.150734
piece,-2.4466621776633684,-343214211.07250845
remarks,-2.432602079059083,-2280063942.7056336
confessed,-2.4314235496503156,-3449716366.820141
walked,-2.429802298760881,-53488218.11985332
blame,-2.4277503349629392,-1860983784.2535818
sons,-2.423720925001521,-618821655.2808403
ticket,-2.413685152227401,-1471161577.5834715
tray,-2.4017701718936753,-1074401772.2285461
act,-2.3860704173284817,-370316612.49713254
engagement,-2.384670645447656,-2471093809.606387
wounded,-2.3632812752030223,-449246576.0223808
faith,-2.3600980335350417,-257202920.39933148
expert,-2.3526115486943104,-3085288571.0901155
casual,-2.351909314963547,-3409123475.922876
defiance,-2.350762453535135,-9483849230.914486
anger,-2.350070742402351,-503299364.10521775
bought,-2.3499891793808487,-504077517.1238094
gifts,-2.3349039537052096,-2900223210.14238
romantic,-2.3295668680477446,-3012791100.6908274
crown,-2.323583508869535,-653090136.5175632
weather,-2.321589732867006,-354739791.56305224
dressing,-2.318823219168549,-683278206.2064655
shoot,-2.315341811082678,-571631105.5723274
squeezed,-2.309502872018579,-2013805965.6659663
borrowed,-2.30352826822266,-9611552954.84778
with,-2.299794849149415,-1382918.4717564324
giving,-2.2940490562001346,-650061216.7458851
asking,-2.29385333519165,-762041627.095283
purse,-2.293285186052102,-1832900260.297595
walking,-2.2882708981991606,-367467046.63474333
figured,-2.2789036644155574,-664711377.9764171
sell,-2.27463193265409,-724403373.8733162
beach,-2.2740712876759535,-281043331.47713786
married,-2.273477122848975,-142318138.15192285
say,-2.2683982154611115,-9998081.865017554
bend,-2.268286496173959,-1606448739.4523714
guests,-2.261259011243835,-704916116.4557247
finest,-2.2416188302984787,-4168733356.8683844
positively,-2.2405246136740855,-6165357051.280255
stone,-2.222530590864857,-16431740.597131746
phrases,-2.222133723670044,-5724966433.184932
rain,-2.2183829190067814,-176415764.73288688
heel,-2.217261594175112,-4224229388.3583646
fishing,-2.2071222360354352,-367058476.90440553
grace,-2.204367351838776,-125781975.06660727
a,-2.192664009057308,-205027.97885767612
lent,-2.191088185374886,-6323376495.816046
queen,-2.1896007205219323,-27061495.50939702
#placename,-2.1814253993006,-838407.7704242038
amusing,-2.17948318830137,-3431826180.577935
affairs,-2.179480361349495,-799642647.5518447
christ,-2.1794165314054896,-216961006.4958638
dripping,-2.1783357918340185,-3880861851.7478814
bury,-2.176557972250584,-3059101092.111988
summer,-2.1674628184666664,-262495271.45529684
o,-2.159663140575643,-9542578.220200654
lunch,-2.149363559600457,-377821575.92751974
indian,-2.1472778508872796,-134244570.99920365
took,-2.14568547828834,-25752570.39241308
mail,-2.143328084203209,-1022691766.9768422
foreign,-2.141225161603923,-575990083.7230942
rabbit,-2.137629251539457,-1875539094.1346056
#dayoftheweek,-2.1321681025247696,-35539902.09432956
maid,-2.125962488592842,-390290280.93426937
english,-2.1234202852624806,-110944329.7200117
sit,-2.1148943737412202,-277790041.5889674
movement,-2.112245941081361,-369002114.35618204
meeting,-2.1016541708437058,-170437669.26219726
dance,-2.101361329818705,-245742448.7435865
bitterness,-2.0967737992299234,-3402188032.860893
charming,-2.0840544036182314,-1112524237.8377223
sport,-2.0815721470369293,-4273766380.8661876
forgive,-2.0794088344838024,-766459012.2456855
train,-2.0787925622063543,-121520645.1802597
hang,-2.077230186863802,-1114192182.803839
leather,-2.07200381948575,-552843426.7949874
ghost,-2.058897750602625,-559909408.2178714
holy,-2.058828342055883,-110799808.94853099
loved,-2.055612999619176,-116025275.69145468
deny,-2.051399402238961,-2882385492.6379657
tables,-2.0508770724919563,-1241921170.3977344
brooding,-2.033151585398576,-5501588111.763209
cash,-2.031468138254892,-1235453867.7690845
jealousy,-2.02849353991096,-2569115798.095204
dinner,-2.028154623005433,-101522714.15503037
bags,-2.0200422376340295,-2330520579.6311135
quarrel,-2.0072009217048006,-3223124450.3054304
plays,-2.0047627458773687,-4012314564.326985
streak,-2.004060936187424,-7910891648.545192
serving,-1.9983235316277888,-4190764628.4028306
company,-1.9971597623678856,-84511137.21746558
imaginary,-1.9913107035941406,-3674039434.7551937
tie,-1.9898017665009877,-689062067.2493093
post,-1.988873170808258,-359322375.49151134
requested,-1.9870642850847897,-5463952839.759485
somebody,-1.9827223502180036,-58880507.81574647
roman,-1.9767741364430385,-168564804.38006258
cap,-1.974522642742244,-461137172.5406782
would,-1.9722467356079638,-1446832.8382761509
soldier,-1.969360717162721,-157237797.44112882
expected,-1.9684866999189028,-380670677.8385761
style,-1.9654785305221765,-1375142323.774755
pathetic,-1.9646942417228943,-3910487722.526762
log,-1.9629810378212098,-1244181502.6780152
bills,-1.962320133510116,-1897529148.8337502
bank,-1.9531702037649534,-100267892.8540704
smoked,-1.9521381845366534,-4577601695.164792
kings,-1.947827253715781,-857306159.7268072
village,-1.946726479583662,-45579912.673218206
northern,-1.9411237809345012,-54975597.46288766
bowing,-1.9406187599074518,-7985046914.710518
fireplace,-1.938704445859927,-2383016708.000833
handkerchief,-1.9354594869417108,-1356529522.8682935
big,-1.9352132820439985,-12504200.929529645
annoyance,-1.933313213398325,-5794437444.7004795
wet,-1.930487858459085,-431496634.1684285
sister,-1.9304304459063109,-32349548.968203872
families,-1.9287457990647012,-1232011482.1013467
calls,-1.9275010782210449,-682381220.1048824
submit,-1.9262423008071377,-4923618814.998301
loves,-1.9229088983687574,-1832900837.8650439
smoothed,-1.9227010483660278,-7292953579.761559
parted,-1.9153992272916012,-2400208532.9061036
brown,-1.91486574472813,-45182492.37144104
attractive,-1.9143733453925071,-1808680517.3982258
staircase,-1.912922259115644,-1734346037.9614697
expect,-1.9105931979261268,-342552070.5885612
acquaintance,-1.9094451783959652,-1030725374.1937331
travelled,-1.9085510299414121,-1471720686.7653434
damp,-1.9064771177500703,-1686943298.0094738
brings,-1.9053522736555564,-4063779806.9045997
collected,-1.9052287447024443,-3557000951.688136
elegant,-1.9039961519733528,-2431102954.7278113
liked,-1.9036617411508818,-157098660.7045964
address,-1.9013394732841866,-681645051.8217053
appeal,-1.9002082973366057,-1794994279.7615445
knowing,-1.8985117220256968,-493832888.1948646
believes,-1.8950905498514112,-7167872553.272784
remark,-1.8946101126562211,-938162355.0343977
meals,-1.8945098347062608,-5306914349.984539
borrow,-1.892754437803118,-9351114984.508858
pillow,-1.8903002090133008,-1726004093.3208058
troops,-1.8894060992202544,-458494824.48750913
mocking,-1.8888094070689734,-6250906235.483832
german,-1.877014043302256,-222309701.16708142
w,-1.872684560531716,-286976558.10022247
fun,-1.870880890823148,-518658074.5700194
eyebrows,-1.8646223691254946,-1479220048.705463
personal,-1.864013217794509,-238535912.15144876
conclusion,-1.8607629288203729,-1506368750.3250954
morning,-1.8562306448286918,-32480327.678467672
mentioned,-1.8534828656416709,-922530438.0876478
butter,-1.849825763942524,-1729952014.9399898
drinking,-1.8472698837753776,-266639351.00711793
blankets,-1.8463643674537924,-2144334729.5322433
lands,-1.8452346599038834,-1680265410.781417
speaks,-1.841577267797975,-3855429692.743152
sharp,-1.8414326067973517,-325118500.41282713
weeping,-1.8337367615221267,-1776759692.607319
tightened,-1.8292423581014225,-2082880586.225629
velvet,-1.8291287751720227,-1675604344.9598155
bag,-1.8281908485555831,-307837948.6671015
r,-1.8242623413405423,-16140218.837822957
wearing,-1.8223861252811853,-290952223.6083028
downstairs,-1.8199399721831526,-705097619.9041184
indifferent,-1.8166633234709733,-2590362482.570504
front,-1.8165089574721855,-40403094.44415001
fists,-1.8159097036323184,-1734240741.1243503
brother,-1.8115969174570021,-20441223.741259623
mistress,-1.8113746538179556,-333608038.18279374
inviting,-1.809577831406024,-13334674465.307646
suicide,-1.8059436266268367,-813347946.7134626
wanted,-1.803467979231431,-21666471.182927366
afternoon,-1.8019356222700857,-120147179.47119214
bold,-1.8016482056966474,-1458075939.0621748
chewing,-1.7978821388913706,-5309118053.617641
loneliness,-1.793081366944348,-2941456300.5341177
flush,-1.7926695024705164,-1226456495.386599
visit,-1.7841464820836452,-266787889.03977597
collecting,-1.7832127292587974,-10530579931.428703
quality,-1.7816211042902244,-981242916.871617
detached,-1.7797044599953047,-7627955009.642881
when,-1.777514830262621,-2766489.7452519783
hats,-1.7731310941167124,-4098769848.7756166
spanish,-1.7698629536969646,-358132696.302105
fork,-1.7677277911252227,-3455714976.642072
disappointment,-1.7672804932773936,-2211542724.3208766
failure,-1.7641997470604975,-1480370325.9032857
hardened,-1.7638236291836644,-6830877529.815624
draped,-1.763207892918908,-6268103444.360394
annoyed,-1.7611702292387905,-1846719080.7173433
receiver,-1.7577521466606418,-1470981003.1382754
manner,-1.7534846811624376,-84308805.94849417
throwing,-1.7533535028681762,-1540473262.8300047
according,-1.7501844901063404,-299389143.76893085
rage,-1.7479686451973155,-528266381.87443364
dusk,-1.7474771941262326,-1835173580.1393824
deal,-1.7427691205261098,-209286305.75423235
bath,-1.7390293624555007,-518343293.61955696
care,-1.7373070370497696,-128541420.07607386
embarrassed,-1.7330194619779336,-1737199762.925297
dry,-1.7313852953692155,-343954942.7571981
story,-1.726462147768914,-58743667.562616944
him,-1.7260151016683105,-464485.07200281287
retreat,-1.7250432911398563,-768269676.7083671
knew,-1.7245444157786651,-13096927.726783928
walk,-1.7211355561794355,-140595787.9361738
debt,-1.7202079957818341,-5532388176.8174515
linen,-1.7173647578280473,-1986055018.317454
season,-1.716931425942473,-660627734.243033
ask,-1.7161345490690014,-66333677.857305765
waited,-1.7159827186720715,-213330499.07799545
worried,-1.7148745668826106,-561019365.1326544
surveyed,-1.7135510391216766,-4416839502.457736
loaded,-1.71347175672358,-1893256109.3353453
love,-1.7122094735421551,-8575434.742150841
offered,-1.710024926897832,-390277574.3240053
ribbon,-1.7085974774802317,-3465312850.639982
cotton,-1.7072833804965617,-543957524.0868179
possessions,-1.703990543178785,-6960195560.457613
undoubtedly,-1.6995611710442342,-1984749626.3403332
lord,-1.6985910054916002,-5655632.982607535
secure,-1.6970473967961723,-1398317937.2987635
proudly,-1.6960932935638717,-3740745801.9224463
pleased,-1.6956410775311719,-488013417.99126565
bone,-1.695345593450201,-1297510583.0673568
soldiers,-1.6950950308845518,-55148602.393964715
church,-1.6915751489694077,-37711308.580520175
wrath,-1.691350736888246,-2155519490.323448
come,-1.6871849985996623,-8067729.025453386
known,-1.6871116832440598,-122884337.27029869
drift,-1.6870832312372852,-3240743846.7509174
wing,-1.6835937530547758,-607519395.4412345
