#arabicnumeral,-1.11096053,-299496.3891
#bigramcommon,-2.757922366,-1680.527811
#capsprob,-1.126265243,-1514.722989
#dayoftheweek,-4.644570655,-85950439.93
#fogindex,-0.847338865,-0.119167336
#monthoftheyear,-2.678188113,-10524413.03
#personalname,-2.859024583,-46906.626
#placename,-6.182683496,-2301562.385
#punct_',-4.938204473,-2183.644468
#punct_-,0.469971263,815.5887444
#punct_!,2.430788367,17727.8178
"#punct_""",-1.42273718,-218.3841635
#punct_(,-1.387872858,-72429.90409
#punct_),-1.403305159,-73342.86057
"#punct_,",0.255897461,34.06902729
#punct_.,-0.384166991,-91.29133143
#punct_:,3.161152552,63432.4293
#punct_;,8.47318046,11900.51455
#punct_?,-2.144475089,-15523.97806
#punct_—,2.407900638,1844.310391
#punctprob,1.011067562,1338.206505
#romannumeral,-0.473704518,-3029802.66
#seqpredictable,0.630041264,918.876389
#unigramcommon,-3.264076801,-2436.538625
#wordlength,5.064688037,178.526622
a,-6.030755279,-561065.9727
abandoned,-2.288235173,-1859847444
ability,5.90454329,4410332668
able,9.012972354,382886815.9
about,0.465831897,433526.7473
above,0.271731068,6467626.291
abruptly,-1.483965414,-222521825.2
absence,1.483607057,918152833.7
absolute,2.184198803,969877589.3
absolutely,-1.784541475,-388940570.7
absorbed,3.06933707,2129795969
accept,1.027437542,296956560.6
accepted,-1.961962039,-898677897.7
accident,2.082868775,468849872.4
accompanied,-2.227083353,-1202524454
accomplished,-1.044043922,-1262847517
according,-6.361505491,-1084941135
account,-1.213171575,-199639274.6
accustomed,0.458721517,308134698.8
across,1.496050198,20876213.56
act,-7.139094643,-1143562164
acted,-2.207913065,-2721878449
acting,0.431916414,439448978.7
action,-1.596600731,-165374835
active,1.047558508,895756008.7
activity,0.604987159,522981090.5
actual,1.150317154,440728057.9
actually,1.600569981,117801383.9
add,-0.640796566,-458239129.4
added,0.716343501,27333022.43
addition,0.236476104,268439514.6
address,-5.750317073,-2130228658
addressed,-0.963408063,-650466020.7
admiration,-2.722723361,-1463236449
admit,-2.186859376,-664047235.1
admitted,0.409930465,103904685.5
advance,-2.720826496,-1532731855
advanced,4.436150414,1456454717
advantage,-1.914334551,-1209387753
advice,-2.466726303,-1501920291
affair,-1.919614041,-409641632.8
affairs,-5.078096012,-1866869587
affected,0.607056137,515833401.8
affection,-4.846159048,-1262968648
afford,-0.620859715,-527920422.6
afraid,-0.828928355,-54427844.69
after,-4.319768138,-32353131.79
afternoon,-4.037286663,-258442997.3
again,2.091306175,11288899.33
against,-1.51328322,-19374408.25
age,2.808453322,17615978.42
aged,0.88478609,732428891.9
ages,2.951634512,775812933.4
ago,3.559607159,193915258.7
agony,5.270685406,2738907306
agree,-1.032215804,-490041787.9
agreed,2.514296297,316870062.5
ah,-2.349144208,-37029681.15
ahead,2.516427473,112727071.8
aid,0.781791354,368942392.9
air,4.93867973,56634351.16
alarm,-0.502861031,-257598411.8
alert,2.041841296,1505793618
alike,-0.294725013,-200876653.7
alive,4.63840397,577745131.5
all,3.356215056,2729370.564
allow,1.522277823,356226808.1
allowed,-1.4943382,-257053793.1
almost,2.495257601,38902977.32
alone,1.055377165,35514985.43
along,-1.744726063,-31762707.93
aloud,-0.160524986,-85929725.85
already,1.350346044,43006520.23
also,-0.335264705,-2314448.16
although,3.42114529,147325043.7
altogether,0.015621886,2966125.25
always,-4.513500477,-44910037.44
am,-3.077840166,-9575142.726
american,-2.293594628,-54858124.48
among,0.578708302,10647811.58
amount,1.173229428,443675053.2
amused,-1.089986297,-1074541914
amusement,-5.076833026,-5552412415
an,-2.250400889,-2777286.282
ancient,1.180022891,121820274.9
and,3.380205075,80479.42173
anger,-8.137108976,-1755152875
angle,-2.282582179,-1780403221
angrily,0.281128049,193849080.8
angry,-8.210341405,-1683850308
animal,2.473382465,304522370.1
animals,2.488187038,319175999.7
announced,0.455852362,147514362.1
another,3.145281703,55977925.57
answer,0.489480065,22372256.09
answered,-1.099381158,-11320195.77
answering,-0.808722395,-1457046782
answers,-0.591396581,-544115918.5
anxiety,-3.495302919,-1346969078
anxious,-0.683133011,-161652909.5
any,4.649467091,20556348.94
anybody,-2.076385715,-120718548.1
anyone,2.252529078,106837553.6
anything,2.415916666,25043770.26
anyway,-0.759673986,-31598178.78
anywhere,3.725966153,1709967369
apart,1.727419688,630428017.6
apartment,-2.430416884,-98870937.98
apparent,-1.083127298,-646499386.1
apparently,3.880605452,438338147.9
appeal,-4.855131854,-4572827026
appear,3.31409915,927132708.6
appearance,3.428462349,644891574.3
appeared,-0.44026864,-21605930.19
appreciate,11.04176524,13583993130
approach,1.318312106,683879366.2
approached,5.333976264,1379498639
approaching,2.36072827,1432004628
are,-0.894335127,-596019.3352
area,0.706060503,60337331.5
aren,1.398461788,157138425.3
argument,-4.081482627,-2639958361
arm,0.022481753,768606.4177
armed,2.953909886,793048190.1
arms,-1.388457957,-49195920.1
army,-3.485315864,-100567023.7
around,-1.680914881,-4725226.857
arrange,-1.501654768,-2656369341
arranged,0.565941978,317663303.6
arrival,-2.206459992,-858721066.4
arrive,-3.115412769,-3949813847
arrived,-2.716461786,-357917932.2
art,1.385562805,12506039.17
as,0.461352066,145115.2104
ashamed,1.112527857,727475710.6
aside,2.566749437,640230045.5
ask,-3.595766001,-140254464.2
asked,1.282489851,3833066.559
asking,-4.86691951,-1627804072
asleep,-0.742933911,-176526198.8
assistance,1.986438037,1572030452
assume,-1.603301105,-1361344645
assumed,-4.155744988,-3891556352
assure,2.842286981,2266501349
assured,0.163523442,47681665.21
astonished,-0.089553433,-58442805.48
astonishment,0.387408614,229741653.8
at,-0.043185277,-40008.04894
ate,3.478488305,1499037368
atmosphere,0.862330815,56371124.04
attached,-0.174869584,-100228454.2
attack,-4.351359515,-324452703.1
attacked,-1.538583379,-1568616085
attempt,5.283407101,1055288770
attempted,-1.454235934,-1368737694
attend,-1.511392027,-1547854189
attention,1.420087203,121900407
attitude,-3.534539778,-1838833705
audience,2.749162628,878032814.7
authority,4.196040066,1371065057
avoid,-8.001842116,-4146709411
awake,6.848983067,1454306310
aware,0.774693729,76884990.88
away,2.24484805,14665760.22
awe,0.530811135,687108959.5
awful,2.065985788,297295459.7
awkward,-0.400887331,-501864093.7
b,-0.17591694,-18149065.15
baby,2.733586255,45706504.39
back,-0.690607277,-803349.8515
backed,1.230272837,858464253.9
background,-4.583168648,-5114733566
backs,1.483899071,2595806609
backward,6.06174247,3253911540
bad,-0.362692792,-16373959.69
badly,-1.543458497,-970625484.3
bag,-4.455719313,-901856246.3
balance,3.697030017,2866817955
ball,-3.740953818,-277855363.1
band,-0.309788911,-42553485.02
bank,-4.784746535,-269599226.9
banks,-1.150289683,-408226919
bar,0.758468366,22589758.09
bare,2.955408799,1002159870
