volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
uc2.ark+=13960=t5db7zr5v,1879,1879,1839,1879,m,us,14.6422018,0.000397343,0,1,"Adams, Robert Chamblet,","On board the ""Rocket""",teamblack | random
21488,1978,1978,1927,1978,m,us,12.60575818,0.000225449,0,1,"Adler, Warren,",The Casanova embrace,teamblack | chirandom
njp.32101068580768,1868,1868,1832,1868,f,us,18.83985704,1.97E-06,0,1,"Alcott, Louisa May,",Kitty's class day ;,teamblack | random
11592,1939,1939,1916,1939,m,us,10.23718817,0.013024948,0,1,"Allan, Ted,",This time a better earth,chirandom | teamred
11519,1937,1937,1904,1937,f,uk,11.69800155,0.001921934,0,1,"Allingham, Margery,",Dancers in mourning,cozy | chirandom | chimyst | teamred
25535,1995,1995,1962,1995,m,us,12.79792267,0.999999969,1,1,"Anderson, Kevin J.",Darksaber,chiscifi
20866,1970,1970,1926,1970,m,us,12.0295263,0.999999288,1,1,"Anderson, Poul,",Tau zero,chiscifi | teamblack | chirandom
11316,1931,1931,1882,1931,m,uk,13.62848303,0.10614277,0,1,"Armstrong, Martin,",The romantic adventures o,teamblack | chirandom
10970,1950,1950,1920,1950,m,us,12.54668302,0.99999995,1,1,"Asimov, Isaac,",I: robot,chiscifi | teamblack | stew
20002,1951,1951,1920,1951,m,us,12.43894243,0.999966432,1,1,"Asimov, Isaac,",Foundation,chiscifi | teamred
20044,1952,1952,1920,1952,m,us,12.97574842,0.999908451,1,1,"Asimov, Isaac,",Foundation and empire,chiscifi | teamblack | chirandom | stew
20083,1953,1953,1920,1953,m,us,13.03451488,0.999993111,1,1,"Asimov, Isaac,",Second foundation,chiscifi | stew | chirandom | teamred
20673,1966,1966,1920,1966,m,us,12.49318102,0.999999979,1,1,"Asimov, Isaac,",Fantastic voyage,chiscifi | stew | teamred
25362,1993,1993,1920,1993,m,us,12.44604947,0.999624265,1,1,"Asimov, Isaac,",Forward the foundation,chiscifi
nyp.33433082173273,1894,1894,1864,1894,m,us,17.7699177,0.999712983,1,1,"Astor, John Jacob,",A journey in other worlds,anatscifi | stew | teamblack
njp.32101067641678,1878,1878,1812,1878,m,ge,13.88168319,4.87E-05,0,1,"Auerbach, Berthold,",Landolin,random | teamred
mdp.39015051156498,1826,1826,1798,1826,m,uk,24.05254058,0.092333828,0,1,"Banim, John,",Tales,random | teamred
uc1.b249543,1898,1898,1831,1898,f,uk,14.63856082,3.72E-07,0,1,"Barr, Amelia Edith Huddle",The lost silver of Briffa,teamblack | random
24812,1999,1999,1956,1999,f,us,10.50671237,0.000777213,0,1,"Barry, Lynda,",Cruddy,chirandom
21494,1978,1978,1939,1978,m,us,12.74630292,0.000771452,0,1,"Bayer, William,",Tangier,teamblack | chirandom
dul1.ark+=13960=t66401k8k,1888,1888,1850,1888,m,us,16.94967106,0.999999921,1,1,"Bellamy, Edward,","Looking backward, 2000-18",anatscifi | stew | locscifi | teamred
njp.32101067707909,1874,1874,1834,1874,m,us,15.05784995,3.20E-05,0,1,"Benedict, Frank Lee,",John Worthington's name,random | teamred
22305,1985,1985,1941,1985,m,us,11.98113002,0.999501898,1,1,"Benford, Gregory,",Artifact,chiscifi | teamblack
24001,1994,1994,1941,1994,m,us,11.31278772,0.999995544,1,1,"Benford, Gregory,",Furious gulf,chiscifi
nyp.33433074926712,1920,1920,1867,1920,m,uk,15.07488882,0.000105987,0,1,"Benson, E. F.","""Queen Lucia""",random | teamred
mdp.39015031332862,1913,1913,1873,1913,m,uk,13.66884371,0.750381292,1,1,"Beresford, J. D.",Goslings,anatscifi | teamred
21079,1973,1973,1914,1973,m,us,13.78821041,0.847870731,0,1,"Berryman, John,",Recovery,chirandom | teamred
nyp.33433074939723,1888,1888,1836,1888,m,uk,14.75763936,0.999254447,1,1,"Besant, Walter,",The inner house,anatscifi | stew | teamblack
uc2.ark+=13960=t17m0b23x,1895,1895,0,1895,m,,13.14672401,0.000185167,1,1,"Besant, Walter,",Beyond the dreams of avar,stew | locscifi | teamred
nyp.33433079897819,1892,1892,1842,1892,m,us,14.56640132,0.003534111,0,1,"Bierce, Ambrose,",The monk and the hangman',teamblack | random
21929,1982,1982,1945,1982,m,us,13.82506191,0.997892475,1,1,"Bishop, Michael,",No enemy but time,chiscifi | teamblack
25445,1994,1994,0,1994,m,us,11.83175184,0.00968811,0,1,"Block, Lawrence,",A long line of dead men,chirandom
10838,1947,1947,1906,1947,m,au,12.7553057,0.023241671,0,1,"Blunden, Godfrey",A Room on the Route,teamblack | chirandom
22623,1987,1987,0,1987,f,us,13.36646672,0.999846748,1,1,"Bonanno, Margaret Wander,",Strangers from the sky,chiscifi | teamblack | stew
21500,1978,1978,1932,1978,m,us,11.40712017,0.999969564,1,1,"Bova, Ben,",Colony,chiscifi | stew | teamred
10733,1944,1944,1915,1944,f,us,10.64192348,0.000213472,0,1,"Brackett, Leigh,",No good from a corpse,chirandom | chimyst | teamred
20088,1953,1953,1920,1953,m,us,12.47769239,0.887789618,1,1,"Bradbury, Ray,",Fahrenheit 451,chiscifi | teamblack | stew
20480,1962,1962,1920,1962,m,us,14.25770286,0.784650099,1,1,"Bradbury, Ray,",Something wicked this way,chihorror | chiscifi | teamblack
njp.32101068138443,1892,1892,1851,1892,m,us,15.84828327,0.999999428,1,1,"Bradshaw, William R.",The goddess of Atvatabar,teamblack | locscifi
20620,1965,1965,0,1965,m,guyana,12.3941917,1.55E-06,0,1,"Braithwaite, E. R.  (Edwa",Choice of straws,teamblack | chirandom
21603,1979,1979,1950,1979,f,us,10.69731675,0.019686835,0,1,"Braverman, Kate,",Lithium for Medea,teamblack | chirandom
10216,1924,1924,1896,1924,m,us,12.3972572,0.001483372,0,1,"Bromfield, Louis,",The green bay tree,teamblack | chirandom
20089,1953,1953,1906,1953,m,us,11.81412532,0.996978484,1,1,"Brown, Fredric,",The lights in the sky are,chiscifi | stew | chirandom | teamred
